,advice_mgmt_text,approves_ceo,cons_text,employee position,employee_location,employee_status,employee_years_at_company,number_helpful_votes,overall_rating,positive_outlook,pros_text,ratings_career_oportinity,ratings_comp_benefits,ratings_culture_values,ratings_senior_management,ratings_work_life_balance,review date,review_title
947,,0.0,Stressful - most people are expected to be available all of the time.People are passionate but that comes with a down side of not wanted to listen to other people's opinion.Profanity is part and parcel of working here., Engineering Manager,"Menlo Park, CA (US)",Current Employee ,L,0,4.0,1.0,Great benefits.Fast paced work environment.Competitive salary and stock,3.0,5.0,2.0,4.0,2.0, 3 Jan 2016,"""Engineering Manager"""
948,not mentioned,1.0,"To me, the one con is the time it takes to get down to Menlo Park from San Francisco.", Product Manager,"Menlo Park, CA (US)",Current Employee ,M,3,5.0,1.0,"Facebook is an amazing place to work. The culture, the people, and the immense impact you can have on almost 1.5 billion people is unparalleled.",5.0,5.0,5.0,5.0,5.0, 9 Dec 2015,"""I love this place!"""
949,,1.0,* Growing too fast.* Hacky culture doesn't bound well for code quality., Software Engineer,"Menlo Park, CA (US)",Current Employee ,not mentioned,3,5.0,1.0,"If you are an engineer, you owe it to yourself to work at Facebook at some point of time. Super smart collegue, minimal BS and super high impact.",5.0,5.0,5.0,5.0,4.0, 8 Dec 2015,"""The best one out there"""
950,not mentioned,,They could be more organized when managing and planning projects, Software Engineer,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,0.0,"Excellent environment. A huge number of perks, including 4-month paternity leave, free food, occasional home office, etc. It feels great to work on products 1.5 billion people use.",5.0,4.0,5.0,3.0,3.0, 18 Dec 2015,"""Awesome!"""
951,,,"Work life balance, it is really demanding if you want to get promoted.", Marketing Specialist,"Dublin, Co. Dublin (Ireland)",Current Employee ,M,1,5.0,1.0,Amazing Perks! Amazing product! Amazing smart people!,4.0,4.0,4.0,3.0,2.0, 13 Dec 2015,"""Amazing Company, somewhere to learn a lot!"""
952,,1.0,"Long hours, not a lot of impact on the business in general.", Anonymous Employee,"New York, NY (US)",Current Employee ,M,2,4.0,0.0,"Very smart people, great culture.",4.0,5.0,5.0,4.0,3.0, 25 Dec 2015,"""Partner Development"""
953,not mentioned,1.0,I'm gaining weight with all the free food:-), Measurement Lead,"New York, NY (US)",Current Employee ,L,1,5.0,1.0,"Facebook offers an open, transparent, positive, and collaborative environment. I've been working for over 15 years and could only dream that such a work environment exists. To be surrounded by such a talented group of genuinely nice people is truly refreshing. I frequently get approached for job opportunities. While I would consider them in the past, I couldn't imagine ever leaving here - even for much higher pay.",5.0,4.0,5.0,5.0,5.0, 9 Dec 2015,"""Great place to work"""
954,not mentioned,1.0,Extremely high bar for success. You need to be great to be average. Everyone is smart and motivated so don't expect to work 9-5., Growth Marketing Analyst,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,"Smart, motivated colleagues who are great to work withFast paced environment where you can make a real differenceBig challenges to tackleAwesome office environment. Seriously, check out pictures.",4.0,5.0,5.0,5.0,3.0, 7 Dec 2015,"""Tough and rewarding"""
955,,,Politics starting to creep up, Administrative,"Menlo Park, CA (US)",Current Employee ,M,0,5.0,1.0,Room for growth and Caring managers,5.0,5.0,5.0,4.0,4.0, 3 Dec 2015,"""admin"""
956,,1.0,No cons!! To date I am blown away with the efficient manner and effective work force all with the one global goal!, Market Manager,"Dublin, Co. Dublin (Ireland)",Former Employee ,L,0,5.0,1.0,It's true!! Facebook is the best company in the world to work for! Mark Zuckerberg is an absolute credit to the globe announcing to donate 99% of his shares to charity! The business is genuinely interested in making the world more open and connected and it's wonderful to be part of an organisation that is changing the world positively!,5.0,5.0,5.0,5.0,5.0, 2 Dec 2015,"""Amazing!! Like no other company!!"""
957,,1.0,"Better for engineers and designers than fro most other disciplines.Stock had captured most huge growth, not a start up any more.The 101 is basically a parking lot.The interns eat all the best food :-)", Engineering Manager,"Menlo Park, CA (US)",Current Employee ,M,2,5.0,1.0,"Wide variety of great things to work on. Your colleagues will be the best you ever worked with, and you'll learn a lot from them.Very supportive of employee growth, great managers who really invest time in their employees.Amazing parental leave benefits, great senior leadership.Awesome open source program, leading the world in numerous areas for both software and hardware",5.0,5.0,1.0,5.0,1.0, 23 Nov 2015,"""Disneyland for Engineers"""
958,not mentioned,1.0,Sales org is becoming corporate. More about visibility/perception than substance., Client Partner,Amsterdam (Netherlands),Current Employee ,not mentioned,2,5.0,1.0,Very fast moving. Brilliant CEO. Long term vision. Great compensation.,4.0,5.0,5.0,5.0,4.0, 24 Nov 2015,"""Great company"""
959,,,"- Incredibly lean - At least on the non-tech side of the house we could easily add 5 more HRBP's/HRG's and still be understaffed. The pro is way more opportunity for impact, the con is that you just cant get to every org, manager or employee that could be optimized with some extra attention.- Comfort in the gray - Being successful at Facebook means being comfortable without always having a process, policy, or …  system to fall back on. The bonus is it leaves more freedom for judgement, the down side is first ever decisions can feel like they're policy setting (even if no policy is created)Show More", Human Resources Business Partner,"Menlo Park, CA (US)",Current Employee ,M,16,5.0,1.0,"Dream Job:-Autonomy to work 100% independently, authority to make huge decisions that shape the business, and pretty near perfect manager and leadership support.-Quite literally the smartest, hardest working and most competent people I've worked with in every facet of the company (including start-ups, mature companies, and post-start up tech companies).- Low tolerance of BS, low tolerance of ""everything …  is amazing, everyone is perfect"" when things can be improved.- The org moves fast with people issues, low performance (when appropriate), and childish behavior (very very low tolerance for this).- Incredibly lean orgs, especially in HR, so you really have the ability to own a business from end to end.- Low tolerance for politics or front stage/back stage behavior.- Best HR team I've ever worked with including the best manager I've ever worked with. Full of high performing, no jerk, high wit peers at the top of their game.Show More",5.0,5.0,5.0,5.0,5.0, 6 Oct 2015,"""HR Business Partner"""
960,not mentioned,1.0,It is a very fast pace environment and it takes time to really find that work life/personal life balance., Software Engineer,"Seattle, WA (US)",Current Employee ,not mentioned,1,5.0,1.0,"Culture, culture and more culture. The first thing you will notice as a new employee at Facebook is the multitude of social events both in office and offsite. There is always something fun to do that helps you engage with coworkers that you may not have come in contact with in your normal work day! I truly enjoy my coworkers and find myself hanging out with them even for non-facebook events, its great!",5.0,5.0,5.0,5.0,3.0, 24 Nov 2015,"""Love My Job!"""
961,,1.0,"The good, old ""open and focusing on impact"" culture is fading away. Senior level engineers more and more often have to fight against each other for projects or reinvent the wheels for the sake of fulfilling requirements vs. real technical/business needs. Managers brought in through nepotism have little to none people management experience and skills and brought in negative impact by playing politics. There is no …  clear mechanism in place to stop these viruses from spreading.Show More", Software Engineer IV,"San Francisco, CA (US)",Current Employee ,M,19,2.0,1.0,The opportunity to work on interesting and challenging problems. Intellectually stimulating environment. Great perks and shuttle rides make life more efficient. Company is in a good spot in a large market. The CEO has great visions.,1.0,3.0,1.0,1.0,1.0, 11 Nov 2015,"""good culture is fading away"""
962,not mentioned,1.0,A lot of responsibility. Things move super fast. This is pretty much i. It is overall a great place to work, Software,"Palo Alto, CA (US)",Current Employee ,not mentioned,0,5.0,1.0,Great work place. I can learn a lot. Nice coworkers. Great benefits. Reasonable work hours. I would recommend working here.,5.0,5.0,5.0,5.0,5.0, 21 Nov 2015,"""Software engineer"""
963,,,"The harder-driving people are moving towards smaller companies, start-ups, companies that haven't IPO'ed yet. This company is becoming more mature and therefore the upside may be smaller and there are conservative elements that need to protect all the territory the company has conquered thus far. At the same time, leadership is trying to stay on the cutting edge and there's still a lot of growth", Public Policy Manager,"Washington, DC (US)",Current Employee ,not mentioned,3,4.0,1.0,"This company is innovating and moving fast in every sphere, changing the way things are done. Great benefits and forward-thinking philosophy on human resource management.",4.0,5.0,4.0,5.0,3.0, 27 Nov 2015,"""Visionary leadership, maturing company, hard-working"""
964,,1.0,"Work life balance some time is a challenge, with all the mobility you end up working more hours then necessary.", Market Specialist,"Dublin, Co. Dublin (Ireland)",Current Employee ,not mentioned,3,5.0,1.0,"Everything about the company, is great to be surrounded by intelligent people and learn with them! You must be a faster learner and a self starter to do well!",4.0,4.0,5.0,4.0,3.0, 9 Nov 2015,"""Amazing company! Learning a lot."""
